Region,State,Year,Population,Total Rate,Violent Rate,Property Rate,Murder Rate,Rape Rate,Robbery Rate,Agg-Aslt Rate,Burglary Rate,Larceny Rate,MVTheft Rate,Murder,Rape,Robbery,Agg-Aslt,Burglary,Larceny,MVTheft,Total,Violent,Property,Latitude,Longitude
Northeast,Virginia,1998,6791000,0.036603740244441,0.003256515977028,0.033347224267413,0.000062141069062,0.000266529229863,0.001055956412899,0.001871889265204,0.005609483139449,0.025034899131203,0.002702841996760,422,1810,7171,12712,38094,170012,18355,248576,22115,226461,37.768,-78.2057
Northeast,Virginia,1999,6873000,0.033738687618216,0.003146515349920,0.030592172268296,0.000057034773752,0.000250254619526,0.001010766768514,0.001828459188127,0.004715699112469,0.023264367816092,0.002612105339735,392,1720,6947,12567,32411,159896,17953,231886,21626,210260,37.768,-78.2057
Northeast,Virginia,2000,7078515,0.030281492657711,0.002817398847075,0.027464093810637,0.000056650300240,0.000228296471788,0.000889310822962,0.001643141252085,0.004299489370299,0.020648116165608,0.002516488274730,401,1616,6295,11631,30434,146158,17813,214348,19943,194405,37.768,-78.2057
Northeast,Virginia,2001,7196750,0.031742800569702,0.002909507763921,0.028833292805780,0.000050578386077,0.000245944349880,0.000953208045298,0.001659776982666,0.004391426685657,0.021823739882586,0.002618126237538,364,1770,6860,11945,31604,157060,18842,228445,20939,207506,37.768,-78.2057
Northeast,Virginia,2002,7287829,0.031427603474231,0.002916643625969,0.028510959848262,0.000053239448950,0.000252338522213,0.000955154134379,0.001655911520427,0.004357539124477,0.021617960575090,0.002535460148694,388,1839,6961,12068,31757,157548,18478,229039,21256,207783,37.768,-78.2057
Northeast,Virginia,2003,7365284,0.029997349728809,0.002781970118192,0.027215379610617,0.000056481189320,0.000245340166109,0.000911438038235,0.001568710724529,0.003951646671058,0.020822958082811,0.002440774856747,416,1807,6713,11554,29105,153367,17977,220939,20490,200449,37.768,-78.2057
Northeast,Virginia,2004,7481332,0.029536986194437,0.002754589690713,0.026782396503724,0.000052129754434,0.000242737523211,0.000922161989336,0.001537560423732,0.003844101558386,0.020605154269320,0.002333140676019,390,1816,6899,11503,28759,154154,17455,220976,20608,200368,37.768,-78.2057
Northeast,Virginia,2005,7564327,0.029326865430328,0.002833563382440,0.026493302047889,0.000060547356030,0.000233067660877,0.000990835007529,0.001549113358003,0.003943377910553,0.020435922455494,0.002114001681842,458,1763,7495,11718,29829,154584,15991,221838,21434,200404,37.768,-78.2057
Northeast,Virginia,2006,7642884,0.027624258068028,0.002827859221728,0.024796398846299,0.000052728786673,0.000237606641681,0.001014669331629,0.001522854461745,0.004191611438823,0.018679205388961,0.001925582018516,403,1816,7755,11639,32036,142763,14717,211129,21613,189516,37.768,-78.2057
Northeast,Virginia,2007,7712091,0.027521848484412,0.002721829916167,0.024800018568246,0.000053811605698,0.000231973403841,0.000996357537794,0.001439687368834,0.004138695977524,0.018838081656454,0.001823240934268,415,1789,7684,11103,31918,145281,14061,212251,20991,191260,37.768,-78.2057
Northeast,Virginia,2008,7795424,0.027803234307717,0.002570482375301,0.025232751932416,0.000047463742832,0.000230135012541,0.000958254483656,0.001334629136273,0.004128575944041,0.019392274236783,0.001711901751592,370,1794,7470,10404,32184,151171,13345,216738,20038,196700,37.768,-78.2057
Northeast,Virginia,2009,7882590,0.026921988838694,0.002308251475721,0.024613737362973,0.000046938886838,0.000199426838133,0.000804557892774,0.001257327857976,0.004053997480524,0.019076724782083,0.001483015100367,370,1572,6342,9911,31956,150374,11690,212215,18195,194020,37.768,-78.2057
Northeast,Virginia,2010,8001024,0.025407122888270,0.002135601642990,0.023271521245281,0.000046119096756,0.000191475491137,0.000707034499584,0.001190972555513,0.003828134998720,0.018125054992961,0.001318331253600,369,1532,5657,9529,30629,145019,10548,203283,17087,186196,37.768,-78.2057
Pacific,Washington,1973,3429000,0.050899387576553,0.002714785651794,0.048184601924759,0.000039953339166,0.000261592300962,0.000962962962963,0.001450277048702,0.015403616214640,0.029023622047244,0.003757363662875,137,897,3302,4973,52819,99522,12884,174534,9309,165225,47.3917,-121.5708
Pacific,Washington,1974,3476000,0.060090621403913,0.003462600690449,0.056628020713464,0.000051495972382,0.000289988492520,0.001155063291139,0.001966052934407,0.017724683544304,0.034848101265823,0.004055235903337,179,1008,4015,6834,61611,121132,14096,208875,12036,196839,47.3917,-121.5708
Pacific,Washington,1975,3544000,0.061409142212190,0.003908295711061,0.057500846501129,0.000056997742664,0.000327313769752,0.001240124153499,0.002283860045147,0.017230530474041,0.036416478555305,0.003853837471783,202,1160,4395,8094,61065,129060,13658,217634,13851,203783,47.3917,-121.5708
Pacific,Washington,1976,3612000,0.057940199335548,0.003885935769657,0.054054263565892,0.000042635658915,0.000342746400886,0.001195182724252,0.002305370985604,0.016424141749723,0.034142857142857,0.003487264673311,154,1238,4317,8327,59324,123324,12596,209280,14036,195244,47.3917,-121.5708
Pacific,Washington,1977,3658000,0.057277474029524,0.003749043193002,0.053528430836523,0.000043466375068,0.000395571350465,0.001062329141607,0.002247676325861,0.016055768179333,0.033869327501367,0.003603335155823,159,1447,3886,8222,58732,123894,13181,209521,13714,195807,47.3917,-121.5708
Pacific,Washington,1978,3774000,0.061155802861685,0.004052994170641,0.057102808691044,0.000046369899311,0.000412294647589,0.001250397456280,0.002343932167462,0.017666136724960,0.035487811340753,0.003948860625331,175,1556,4719,8846,66672,133931,14903,230802,15296,215506,47.3917,-121.5708
Pacific,Washington,1979,3926000,0.065295211411105,0.004346408558329,0.060948802852776,0.000047631176770,0.000463830871116,0.001207080998472,0.002627865511971,0.017835965359144,0.038768211920530,0.004344625573102,187,1821,4739,10317,70024,152204,17057,256349,17064,239285,47.3917,-121.5708
Pacific,Washington,1980,4113331,0.069149796114147,0.004642952390654,0.064506843723493,0.000054700193104,0.000527309861521,0.001351216325649,0.002709726010379,0.018621890628301,0.041929035129923,0.003955917965270,225,2169,5558,11146,76598,172468,16272,284436,19098,265338,47.3917,-121.5708
Pacific,Washington,1981,4212000,0.067420227920228,0.004472697056030,0.062947530864198,0.000050569800570,0.000502136752137,0.001299857549858,0.002620132953466,0.018921177587844,0.040834283000950,0.003192070275404,213,2115,5475,11036,79696,171994,13445,283974,18839,265135,47.3917,-121.5708
Pacific,Washington,1982,4245000,0.062822143698469,0.004063839811543,0.058758303886926,0.000043580683157,0.000458657243816,0.001178563015312,0.002383038869258,0.016801413427562,0.039149116607774,0.002807773851590,185,1947,5003,10116,71322,166188,11919,266680,17251,249429,47.3917,-121.5708
Pacific,Washington,1983,4300000,0.060777441860465,0.003717674418605,0.057059767441861,0.000049302325581,0.000447209302326,0.001054186046512,0.002166976744186,0.016401395348837,0.038128604651163,0.002529767441860,212,1923,4533,9318,70526,163953,10878,261343,15986,245357,47.3917,-121.5708
Pacific,Washington,1984,4349000,0.061017015405840,0.004064382616693,0.056952632789147,0.000046447459186,0.000500344906875,0.001206484249253,0.002311106001380,0.017020234536675,0.037458036330191,0.002474361922281,202,2176,5247,10051,74021,162905,10761,265363,17676,247687,47.3917,-121.5708
Pacific,Washington,1985,4409000,0.065288273985031,0.004254252665003,0.061034021320027,0.000052392832842,0.000548877296439,0.001320254025856,0.002332728509866,0.018112723973690,0.040031980040826,0.002889317305511,231,2420,5821,10285,79859,176501,12739,287856,18757,269099,47.3917,-121.5708
Pacific,Washington,1986,4463000,0.068796773470760,0.004370378669057,0.064426394801703,0.000049966390320,0.000533721711853,0.001351333183957,0.002435357382926,0.018614833071925,0.042666367913959,0.003145193815819,223,2382,6031,10869,83078,190420,14037,307040,19505,287535,47.3917,-121.5708
Pacific,Washington,1987,4538000,0.070171000440723,0.004395107977082,0.065775892463640,0.000056412516527,0.000522256500661,0.001414059056853,0.002402379903041,0.019045394446893,0.042778977523138,0.003951520493610,256,2370,6417,10902,86428,194131,17932,318436,19945,298491,47.3917,-121.5708
Pacific,Washington,1988,4619000,0.071130331240528,0.004663996536047,0.066466334704482,0.000057155228404,0.000565273868803,0.001458757306776,0.002582810132063,0.018556180991557,0.043581078155445,0.004329075557480,264,2611,6738,11930,85711,201301,19996,328551,21543,307008,47.3917,-121.5708
Pacific,Washington,1989,4761000,0.065938248267171,0.004717496324302,0.061220751942869,0.000043898340685,0.000617097248477,0.001401386263390,0.002655114471750,0.015451165721487,0.041193446754883,0.004576139466499,209,2938,6672,12641,73563,196122,21787,313932,22460,291472,47.3917,-121.5708
Pacific,Washington,1990,4866692,0.062229128122347,0.005015727315392,0.057213400806955,0.000048903855021,0.000640065161305,0.001299856247324,0.003026902051743,0.012628701384842,0.040113695298572,0.004471004123540,238,3115,6326,14731,61460,195221,21759,302850,24410,278440,47.3917,-121.5708
Pacific,Washington,1991,5018000,0.063040852929454,0.005225986448784,0.057814866480670,0.000042048624950,0.000703268234356,0.001455360701475,0.003025308888003,0.012354722997210,0.041015145476285,0.004444998007174,211,3529,7303,15181,61996,205814,22305,316339,26224,290115,47.3917,-121.5708
Pacific,Washington,1992,5136000,0.061727998442368,0.005345404984424,0.056382593457944,0.000050233644860,0.000719820872274,0.001397585669782,0.003177764797508,0.011217289719626,0.040450739875389,0.004714563862928,258,3697,7178,16321,57612,207755,24214,317035,27454,289581,47.3917,-121.5708
Pacific,Washington,1993,5255000,0.059522930542341,0.005145575642245,0.054377354900095,0.000051569933397,0.000643958135109,0.001370884871551,0.003079162702188,0.010672312083730,0.039143862987631,0.004561179828735,271,3384,7204,16181,56083,205701,23969,312793,27040,285753,47.3917,-121.5708
Pacific,Washington,1994,5343000,0.060275313494292,0.005112670784204,0.055162642710088,0.000055025266704,0.000604529290661,0.001396967995508,0.003056148231331,0.010442260902115,0.039715141306382,0.005005240501591,294,3230,7464,16329,55793,212198,26743,322051,27317,294734,47.3917,-121.5708
Pacific,Washington,1995,5431000,0.062698029828761,0.004842570429019,0.057855459399742,0.000050635242129,0.000591787884368,0.001327379856380,0.002872767446143,0.010912354999079,0.041403240655496,0.005539863745167,275,3214,7209,15602,59265,224861,30087,340513,26300,314213,47.3917,-121.5708
Pacific,Washington,1996,5533000,0.059094162298934,0.004311765769022,0.054782396529911,0.000046087113682,0.000511115127417,0.001190493403217,0.002564070124706,0.010575094885234,0.038985360563889,0.005221941080788,255,2828,6587,14187,58512,215706,28893,326968,23857,303111,47.3917,-121.5708
Pacific,Washington,1997,5610000,0.059263101604278,0.004407130124777,0.054855971479501,0.000042959001783,0.000514260249554,0.001200356506239,0.002649554367201,0.011063101604278,0.038114616755793,0.005678253119430,241,2885,6734,14864,62064,213823,31855,332466,24724,307742,47.3917,-121.5708
Pacific,Washington,1998,5689000,0.058674459483213,0.004285463174547,0.054388996308666,0.000039374230972,0.000481631218140,0.001156090701353,0.002608367024082,0.010625065916681,0.037576551239234,0.006187379152751,224,2740,6577,14839,60446,213773,35200,333799,24380,309419,47.3917,-121.5708
Pacific,Washington,1999,5756000,0.052555420430855,0.003772758860320,0.048782661570535,0.000029708130646,0.000470986796386,0.001009034051425,0.002263029881862,0.009494788047255,0.033414523974983,0.005873349548297,171,2711,5808,13026,54652,192334,33807,302509,21716,280793,47.3917,-121.5708
Pacific,Washington,2000,5894121,0.051056298301307,0.003696564763431,0.047359733537876,0.000033253474097,0.000464361013288,0.000986067303335,0.002212882972711,0.009072769289942,0.032345789982934,0.005941174265001,196,2737,5812,13043,53476,190650,35018,300932,21788,279144,47.3917,-121.5708
Pacific,Washington,2001,5993390,0.051472038362262,0.003546907509773,0.047925130852489,0.000029866235970,0.000433811248726,0.000990090749976,0.002093139275101,0.008847079866319,0.032558034768303,0.006520016217867,179,2600,5934,12545,53024,195133,39077,308492,21258,287234,47.3917,-121.5708
Pacific,Washington,2002,6067060,0.051084215419000,0.003455380365449,0.047628835053552,0.000030327704028,0.000450630123981,0.000955487501360,0.002018935036080,0.009056775439834,0.031897822009342,0.006674237604375,184,2734,5797,12249,54948,193526,40493,309931,20964,288967,47.3917,-121.5708
Pacific,Washington,2003,6131298,0.051019213223693,0.003469412186457,0.047549801037236,0.000029683763536,0.000466948434084,0.000932592087352,0.002040187901485,0.009503860357138,0.031421242288338,0.006624698391760,182,2863,5718,12509,58271,192653,40618,312814,21272,291542,47.3917,-121.5708
Pacific,Washington,2004,6207046,0.051903433613993,0.003436417258709,0.048467016355284,0.000030610374081,0.000460283361844,0.000945055022953,0.002000468499831,0.009768253691047,0.031733613702879,0.006965148961358,190,2857,5866,12417,60632,196972,43233,322167,21330,300837,47.3917,-121.5708
Pacific,Washington,2005,6291899,0.052353987246140,0.003456031319002,0.048897955927137,0.000032581578312,0.000446764959196,0.000919913050098,0.002056771731396,0.009590586244312,0.031473963583967,0.007833406098858,205,2811,5788,12941,60343,198031,49287,329406,21745,307661,47.3917,-121.5708
Pacific,Washington,2006,6395798,0.048288735823114,0.003455393681914,0.044833342141200,0.000030801473092,0.000425748280355,0.001002220520410,0.001996623408056,0.009138187291093,0.028508874107656,0.007186280742450,197,2723,6410,12770,58446,182337,45962,308845,22100,286745,47.3917,-121.5708
Pacific,Washington,2007,6468424,0.043611705107767,0.003352130287068,0.040259574820698,0.000026899906376,0.000407518121879,0.000938404779897,0.001979307478916,0.008130264806389,0.026302542937816,0.005826767076493,174,2636,6070,12803,52590,170136,37690,282099,21683,260416,47.3917,-121.5708
Pacific,Washington,2008,6566073,0.041063204749627,0.003310806931327,0.037752397818300,0.000029393520297,0.000400086931717,0.000974250514729,0.001907075964583,0.008034635009388,0.025339955860984,0.004377806947928,193,2627,6397,12522,52756,166384,28745,269624,21739,247885,47.3917,-121.5708
Pacific,Washington,2009,6664195,0.040158938926607,0.003363046849620,0.036795892076988,0.000028510570294,0.000387593700364,0.001007023353908,0.001939919225053,0.007960001170434,0.025272519786711,0.003563371119843,190,2583,6711,12928,53047,168421,23747,267627,22412,245215,47.3917,-121.5708
Pacific,Washington,2010,6724540,0.040204088309386,0.003137909804983,0.037066178504403,0.000022603776615,0.000380992603212,0.000881695997050,0.001852617428107,0.008203386402639,0.025036656782471,0.003826135319293,152,2562,5929,12458,55164,168360,25729,270354,21101,249253,47.3917,-121.5708
Northeast,West Virginia,1973,1794000,0.014715161649944,0.001236900780379,0.013478260869565,0.000057413600892,0.000092530657748,0.000279264214047,0.000807692307692,0.004157748049052,0.008249163879599,0.001071348940914,103,166,501,1449,7459,14799,1922,26399,2219,24180,38.468,-80.9696
Northeast,West Virginia,1974,1791000,0.017693467336683,0.001373534338358,0.016319932998325,0.000060301507538,0.000099944165271,0.000352317141262,0.000860971524288,0.005518146286991,0.009533221663875,0.001268565047460,108,179,631,1542,9883,17074,2272,31689,2460,29229,38.468,-80.9696
Northeast,West Virginia,1975,1803000,0.021078202995008,0.001616749861342,0.019461453133666,0.000073765945646,0.000093178036606,0.000454797559623,0.000995008319468,0.005910149750416,0.012287298946201,0.001264004437049,133,168,820,1794,10656,22154,2279,38004,2915,35089,38.468,-80.9696
Northeast,West Virginia,1976,1821000,0.023196595277320,0.001516199890170,0.021680395387150,0.000066996155958,0.000103239978034,0.000380010982976,0.000965952773202,0.005731466227348,0.014589785831961,0.001359143327842,122,188,692,1759,10437,26568,2475,42241,2761,39480,38.468,-80.9696
Northeast,West Virginia,1977,1859000,0.022547068316299,0.001523399677246,0.021023668639053,0.000060247444863,0.000132329209252,0.000421732114040,0.000909090909091,0.005974179666487,0.013416890801506,0.001632598171060,112,246,784,1690,11106,24942,3035,41915,2832,39083,38.468,-80.9696
Northeast,West Virginia,1978,1860000,0.022701075268817,0.001677419354839,0.021023655913979,0.000068279569892,0.000146774193548,0.000463440860215,0.000998924731183,0.006483333333333,0.012782795698925,0.001757526881720,127,273,862,1858,12059,23776,3269,42224,3120,39104,38.468,-80.9696
Northeast,West Virginia,1979,1878000,0.023252928647497,0.001680511182109,0.021572417465389,0.000068157614483,0.000154952076677,0.000439297124601,0.001018104366347,0.006367944621938,0.013181576144835,0.002022896698616,128,291,825,1912,11959,24755,3799,43669,3156,40513,38.468,-80.9696
Northeast,West Virginia,1980,1930787,0.025516020151368,0.001837074726523,0.023678945424845,0.000071473445802,0.000158484597213,0.000484776415006,0.001122340268502,0.007384553552515,0.014297796701552,0.001996595170778,138,306,936,2167,14258,27606,3855,49266,3547,45719,38.468,-80.9696
Northeast,West Virginia,1981,1951000,0.026187083546899,0.001747821629933,0.024439261916966,0.000060481804203,0.000148129164531,0.000501793951820,0.001037416709380,0.007750896975910,0.014804715530497,0.001883649410559,118,289,979,2024,15122,28884,3675,51091,3410,47681,38.468,-80.9696
Northeast,West Virginia,1982,1948000,0.025112422997947,0.001747946611910,0.023364476386037,0.000052361396304,0.000155030800821,0.000497946611910,0.001042607802875,0.007179158110883,0.014354209445585,0.001831108829569,102,302,970,2031,13985,27962,3567,48919,3405,45514,38.468,-80.9696
Northeast,West Virginia,1983,1965000,0.024189821882952,0.001717557251908,0.022472264631043,0.000048854961832,0.000133842239186,0.000442239185751,0.001092620865140,0.006847328244275,0.013808651399491,0.001816284987277,96,263,869,2147,13455,27134,3569,47533,3375,44158,38.468,-80.9696
Northeast,West Virginia,1984,1952000,0.023358606557377,0.001681864754098,0.021676741803279,0.000044057377049,0.000156250000000,0.000381147540984,0.001100409836066,0.006480020491803,0.013471311475410,0.001725409836066,86,305,744,2148,12649,26296,3368,45596,3283,42313,38.468,-80.9696
Northeast,West Virginia,1985,1936000,0.022528409090909,0.001660123966942,0.020868285123967,0.000037706611570,0.000185433884298,0.000376033057851,0.001060950413223,0.006183884297521,0.013011880165289,0.001672520661157,73,359,728,2054,11972,25191,3238,43615,3214,40401,38.468,-80.9696
Northeast,West Virginia,1986,1919000,0.023166753517457,0.001644606565920,0.021522146951537,0.000059405940594,0.000188639916623,0.000410109431996,0.000986451276707,0.006252735799896,0.013577384054195,0.001692027097447,114,362,787,1893,11999,26055,3247,44457,3156,41301,38.468,-80.9696
Northeast,West Virginia,1987,1897000,0.021907221929362,0.001373220875066,0.020534001054296,0.000048497627833,0.000226146547180,0.000311544544017,0.000787032156036,0.006035846072746,0.012881391671060,0.001616763310490,92,429,591,1493,11450,24436,3067,41558,2605,38953,38.468,-80.9696
Northeast,West Virginia,1988,1884000,0.022388004246285,0.001314225053079,0.021073779193206,0.000049363057325,0.000187367303609,0.000341825902335,0.000735668789809,0.006109341825902,0.013347664543524,0.001616772823779,93,353,644,1386,11510,25147,3046,42179,2476,39703,38.468,-80.9696
Northeast,West Virginia,1989,1857000,0.023628432956381,0.001466882067851,0.022161550888530,0.000065158858374,0.000186860527733,0.000427032848681,0.000787829833064,0.006265481960151,0.014328486806677,0.001567582121702,121,347,793,1463,11635,26608,2911,43878,2724,41154,38.468,-80.9696
Northeast,West Virginia,1990,1793477,0.025030150930288,0.001692801190091,0.023337349740197,0.000056872767256,0.000235854711268,0.000379151781707,0.001020921929860,0.006571034922667,0.015227404644721,0.001538910172810,102,423,680,1831,11785,27310,2760,44891,3036,41855,38.468,-80.9696
Northeast,West Virginia,1991,1801000,0.026634092171016,0.001910049972238,0.024724042198779,0.000061632426430,0.000230427540255,0.000432537479178,0.001185452526374,0.006667962243198,0.016307051637979,0.001749028317601,111,415,779,2135,12009,29369,3150,47968,3440,44528,38.468,-80.9696
Northeast,West Virginia,1992,1812000,0.026097130242826,0.002115342163355,0.023981788079470,0.000063465783664,0.000216887417219,0.000434878587196,0.001400110375276,0.006229028697572,0.016114790286976,0.001637969094923,115,393,788,2537,11287,29200,2968,47288,3833,43455,38.468,-80.9696
Northeast,West Virginia,1993,1820000,0.025325824175824,0.002084065934066,0.023241758241758,0.000069230769231,0.000200549450549,0.000429670329670,0.001384615384615,0.005991208791209,0.015635164835165,0.001615384615385,126,365,782,2520,10904,28456,2940,46093,3793,42300,38.468,-80.9696
Northeast,West Virginia,1994,1822000,0.025283754116356,0.002157519209660,0.023126234906696,0.000054335894621,0.000203073545554,0.000423710208562,0.001476399560922,0.005857848518112,0.015471459934138,0.001796926454446,99,370,772,2690,10673,28189,3274,46067,3931,42136,38.468,-80.9696
Northeast,West Virginia,1995,1828000,0.024581509846827,0.002101750547046,0.022479759299781,0.000048687089716,0.000212253829322,0.000427242888403,0.001413566739606,0.005650437636761,0.015166301969365,0.001663019693654,89,388,781,2584,10329,27724,3040,44935,3842,41093,38.468,-80.9696
Northeast,West Virginia,1996,1826000,0.024833515881709,0.002100766703176,0.022732749178532,0.000037787513691,0.000196056955093,0.000403614457831,0.001463307776561,0.005464950711939,0.015498357064622,0.001769441401972,69,358,737,2672,9979,28300,3231,45346,3836,41510,38.468,-80.9696
Northeast,West Virginia,1997,1816000,0.024691079295154,0.002186674008811,0.022504405286344,0.000041299559471,0.000195484581498,0.000430616740088,0.001519273127753,0.005862885462555,0.014831497797357,0.001810022026432,75,355,782,2759,10647,26934,3287,44839,3971,40868,38.468,-80.9696
Northeast,West Virginia,1998,1811000,0.025472114853672,0.002486471562673,0.022985643290999,0.000043070127002,0.000187189398123,0.000373274434014,0.001882937603534,0.006134732192159,0.014979017117615,0.001871893981226,78,339,676,3410,11110,27127,3390,46130,4503,41627,38.468,-80.9696
Northeast,West Virginia,1999,1807000,0.027205866076370,0.003506364139458,0.023699501936912,0.000043718871057,0.000186496956281,0.000365799667958,0.002910348644162,0.005701715550636,0.015915882678473,0.002081903707803,79,337,661,5259,10303,28760,3762,49161,6336,42825,38.468,-80.9696
Northeast,West Virginia,2000,1808344,0.026027680574050,0.003164773958937,0.022862906615113,0.000025437637972,0.000183040394969,0.000414191105232,0.002542104820764,0.005469092163880,0.015560645540893,0.001833168910340,46,331,749,4597,9890,28139,3315,47067,5723,41344,38.468,-80.9696
Northeast,West Virginia,2001,1800975,0.025608351032080,0.002795707880454,0.022812643151626,0.000022210191702,0.000177681533614,0.000392565138328,0.002203251016810,0.005331001263205,0.015695942475604,0.001785699412818,40,320,707,3968,9601,28268,3216,46120,5035,41085,38.468,-80.9696
Northeast,West Virginia,2002,1804884,0.025109646935759,0.002338654450923,0.022770992484836,0.000031580976949,0.000181729130515,0.000364012313257,0.001761332030203,0.005361563402413,0.015249733500879,0.002159695581544,57,328,657,3179,9677,27524,3898,45320,4221,41099,38.468,-80.9696
Northeast,West Virginia,2003,1811440,0.025944552400300,0.002554321423840,0.023390230976461,0.000040299430288,0.000171686613965,0.000386984940158,0.001955350439429,0.005795389303538,0.015683102945723,0.001911738727200,73,311,701,3542,10498,28409,3463,46997,4627,42370,38.468,-80.9696
Northeast,West Virginia,2004,1812548,0.028377731238014,0.002819235683689,0.025558495554325,0.000037516247846,0.000190891496391,0.000427023174007,0.002163804765446,0.006065494541386,0.017415262933726,0.002077738079212,68,346,774,3922,10994,31566,3766,51436,5110,46326,38.468,-80.9696
Northeast,West Virginia,2005,1814083,0.029064271039418,0.002738573703629,0.026325697335789,0.000045201900905,0.000184666302479,0.000449814038277,0.002058891461967,0.006247784693424,0.017972165551411,0.002105747090954,82,335,816,3735,11334,32603,3820,52725,4968,47757,38.468,-80.9696
Northeast,West Virginia,2006,1818470,0.029230067034375,0.002830951294220,0.026399115740155,0.000045092852783,0.000227114002431,0.000471275302864,0.002087469136142,0.006385037971482,0.017832573537094,0.002181504231579,82,413,857,3796,11611,32428,3967,53154,5148,48006,38.468,-80.9696
Northeast,West Virginia,2007,1812035,0.028225172251088,0.002789129349047,0.025436042902041,0.000036423137522,0.000215227630813,0.000471293324908,0.002066185255804,0.006030236722801,0.017462686979004,0.001943119200236,66,390,854,3744,10927,31643,3521,51145,5054,46091,38.468,-80.9696
Northeast,West Virginia,2008,1814873,0.028308316890493,0.002769890785746,0.025538426104747,0.000036917183737,0.000215993074998,0.000495351465364,0.002021629061648,0.006013643929906,0.017764879415805,0.001759902759036,67,392,899,3669,10914,32241,3194,51376,5027,46349,38.468,-80.9696
Northeast,West Virginia,2009,1819777,0.028447991154960,0.003052022308228,0.025395968846732,0.000046159501961,0.000258273403829,0.000502259342766,0.002245330059672,0.006596962155253,0.017283985894975,0.001515020796504,84,470,914,4086,12005,31453,2757,51769,5554,46215,38.468,-80.9696
Northeast,West Virginia,2010,1852994,0.025542446440733,0.003146259512983,0.022396186927750,0.000033459363603,0.000191042172829,0.000446844404245,0.002474913572305,0.005804659917949,0.015317372857117,0.001274154152685,62,354,828,4586,10756,28383,2361,47330,5830,41500,38.468,-80.9696
Midwest,Wisconsin,1973,4569000,0.031770847012475,0.001156270518713,0.030614576493762,0.000026045086452,0.000107682206172,0.000489384985774,0.000533158240315,0.007105931275990,0.021219741737798,0.002288903479974,119,492,2236,2436,32467,96953,10458,145161,5283,139878,44.2563,-89.6385
Midwest,Wisconsin,1974,4566000,0.036411300919842,0.001404073587385,0.035007227332457,0.000030223390276,0.000112571178274,0.000662505475252,0.000598773543583,0.008368812965396,0.024177617170390,0.002460797196671,138,514,3025,2734,38212,110395,11236,166254,6411,159843,44.2563,-89.6385
Midwest,Wisconsin,1975,4607000,0.039756240503582,0.001517690471022,0.038238550032559,0.000032559149121,0.000106359887128,0.000733883221185,0.000644888213588,0.009185370088995,0.026653787714348,0.002399392229216,150,490,3381,2971,42317,122794,11054,183157,6992,176165,44.2563,-89.6385
Midwest,Wisconsin,1976,4609000,0.040959210240833,0.001376654371881,0.039582555868952,0.000030375352571,0.000117596007811,0.000593187242352,0.000635495769147,0.008438055977435,0.026963332610111,0.004181167281406,140,542,2734,2929,38891,124274,19271,188781,6345,182436,44.2563,-89.6385
Midwest,Wisconsin,1977,4651000,0.038134164695764,0.001315201032036,0.036818963663728,0.000027950978284,0.000129004515158,0.000521608256289,0.000636637282305,0.008469146420125,0.026142334981724,0.002207482261879,130,600,2426,2961,39390,121588,10267,177362,6117,171245,44.2563,-89.6385
Midwest,Wisconsin,1978,4679000,0.038802308185510,0.001321649925198,0.037480658260312,0.000025219063903,0.000144689036119,0.000499251976918,0.000652489848258,0.008463133148109,0.026723017738833,0.002294507373370,118,677,2336,3053,39599,125037,10736,181556,6184,175372,44.2563,-89.6385
Midwest,Wisconsin,1979,4720000,0.043879661016949,0.001660805084746,0.042218855932203,0.000033898305085,0.000160593220339,0.000605296610169,0.000861016949153,0.009492796610169,0.030059322033898,0.002666737288136,160,758,2857,4064,44806,141880,12587,207112,7839,199273,44.2563,-89.6385
Midwest,Wisconsin,1980,4680917,0.047986110413836,0.001825710646012,0.046160399767823,0.000029054136187,0.000148902447961,0.000707126402797,0.000940627659068,0.010793611593626,0.032914490899967,0.002452297274231,136,697,3310,4403,50524,154070,11479,224619,8546,216073,44.2563,-89.6385
Midwest,Wisconsin,1981,4739000,0.047668495463178,0.001878877400295,0.045789618062883,0.000033973412112,0.000157206161637,0.000685587676725,0.001002110149821,0.010722304283604,0.032895547583879,0.002171766195400,161,745,3249,4749,50813,155892,10292,225901,8904,216997,44.2563,-89.6385
Midwest,Wisconsin,1982,4765000,0.044391185729276,0.001904931794334,0.042486253934942,0.000031059811123,0.000142707240294,0.000712067156348,0.001019097586569,0.009772088142707,0.030887093389297,0.001827072402938,148,680,3393,4856,46564,147177,8706,211524,9077,202447,44.2563,-89.6385
Midwest,Wisconsin,1983,4751000,0.042556935382025,0.001909071774363,0.040647863607662,0.000027573142496,0.000181225005262,0.000718796042938,0.000981477583667,0.008836034519049,0.029769311723848,0.002042517364765,131,861,3415,4663,41980,141434,9704,202188,9070,193118,44.2563,-89.6385
Midwest,Wisconsin,1984,4766000,0.041722828367604,0.001965379773395,0.039757448594209,0.000024548887956,0.000165757448594,0.000664498531263,0.001110574905581,0.008341376416282,0.029065463701217,0.002350608476710,117,790,3167,5293,39755,138526,11203,198851,9367,189484,44.2563,-89.6385
